Age,WorkClass,fnlwgt,Education,EducationNum,MaritalStatus,Occupation,Relationship,Gender,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry,Income
39.0, Federal-gov,135500.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States,0.0
25.0, Private,75759.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Male,3325.0,0.0,40.0, United-States,0.0
42.0, Private,, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,, United-States,0.0
66.0, ?,222810.0, Some-college,, Divorced, ?, Other-relative, Female,0.0,0.0,35.0, United-States,0.0
46.0, Private,72896.0, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,45.0, United-States,1.0
33.0, State-gov,291494.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband,,0.0,0.0,50.0, United-States,1.0
30.0, Local-gov,44566.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband,,0.0,0.0,80.0,,0.0
28.0, Private,159001.0, HS-grad,9.0, Never-married,, Own-child, Male,0.0,0.0,, United-States,0.0
23.0, Private,348420.0, Bachelors,13.0, Never-married, Tech-support, Not-in-family, Male,,0.0,40.0, United-States,0.0
56.0, Self-emp-not-inc,200235.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,60.0, United-States,0.0
43.0, Local-gov,216070.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Wife, Female,0.0,0.0,50.0, United-States,1.0
43.0, Private,198203.0, Some-college,10.0, Married-spouse-absent, Other-service, Not-in-family, Female,0.0,0.0,40.0,,0.0
61.0, Private,57408.0, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, Female,0.0,0.0,35.0, United-States,0.0
45.0, Private,102076.0, Some-college,10.0, Divorced, Prof-specialty, Unmarried, Female,0.0,0.0,32.0, United-States,0.0
24.0, Private,134787.0, Some-college,10.0, Never-married, Sales, Own-child, Female,0.0,0.0,40.0, United-States,0.0
23.0, Private,330571.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,16.0, United-States,0.0
42.0, Self-emp-not-inc,165815.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,52.0, United-States,1.0
26.0, Private,523067.0, Some-college,, Never-married, Prof-specialty, Own-child,,0.0,0.0,3.0, El-Salvador,0.0
, Private,126098.0, HS-grad,9.0, Separated, Craft-repair, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
27.0, Private,192283.0, Assoc-voc,11.0, Never-married, Handlers-cleaners,, Female,,,38.0, United-States,0.0
29.0, Private,108574.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, Female,0.0,0.0,30.0, United-States,0.0
41.0, Private,112507.0, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,60.0,,0.0
61.0, Self-emp-inc,61040.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,,0.0,36.0, United-States,1.0
49.0, Private,122066.0, HS-grad,9.0,, Exec-managerial, Husband, Male,0.0,0.0,30.0, Hungary,0.0
38.0, Private,270985.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,50.0,,1.0
, Private,123211.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,44.0, United-States,0.0
23.0, ?,370057.0, Some-college,10.0, Never-married, ?, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
41.0, ?,307589.0, Bachelors,13.0, Married-civ-spouse, ?, Wife, Female,0.0,0.0,5.0, Philippines,0.0
55.0, Local-gov,219074.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Female,0.0,0.0,55.0, United-States,0.0
49.0, Private,337666.0, HS-grad,9.0,, Machine-op-inspct, Not-in-family, Male,0.0,0.0,, United-States,0.0
39.0, Private,194287.0, 7th-8th,4.0, Never-married, Other-service, Own-child, Male,0.0,1602.0,35.0, United-States,0.0
35.0, Private,176900.0, Assoc-voc,11.0, Divorced, Craft-repair, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
26.0, Private,, Bachelors,,, Adm-clerical, Wife, Female,0.0,0.0,40.0,,0.0
27.0, Private,330132.0, Bachelors,13.0,, Tech-support, Wife, Female,0.0,0.0,40.0, United-States,1.0
43.0, Private,, Assoc-acdm,12.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,60.0, United-States,0.0
31.0, Private,198452.0, Bachelors,13.0, Never-married, Adm-clerical, Own-child, Female,0.0,0.0,40.0, United-States,0.0
, Private,152629.0, Bachelors,, Married-civ-spouse,, Husband, Male,3103.0,0.0,40.0, United-States,0.0
57.0, Private,34269.0, HS-grad,9.0, Widowed, Transport-moving, Unmarried, Male,0.0,653.0,42.0, United-States,0.0
33.0, Private,144064.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,,0.0,50.0, United-States,1.0
47.0, Self-emp-not-inc,85982.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,60.0, United-States,0.0
26.0,,331861.0, Bachelors,13.0, Never-married, Exec-managerial,, Male,0.0,0.0,, ?,0.0
41.0, Private,324629.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, Yugoslavia,1.0
56.0, Private,41100.0, Masters,14.0, Divorced, Exec-managerial, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
42.0, Private,602513.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,45.0, United-States,1.0
, Private,78171.0, Some-college,10.0, Married-spouse-absent, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
23.0, Private,528616.0, 5th-6th,3.0,, Other-service, Husband, Male,0.0,0.0,40.0, Mexico,0.0
43.0, Private,167599.0, 11th,7.0, Married-civ-spouse, Handlers-cleaners, Wife, Female,0.0,0.0,25.0, United-States,0.0
18.0, ?,36064.0, 12th,8.0, Never-married, ?, Own-child, Male,0.0,0.0,20.0, United-States,0.0
58.0,,130714.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,50.0, United-States,1.0
41.0, Private,27305.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
31.0, Private,204752.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Male,0.0,,50.0, United-States,0.0
28.0, ?,303674.0, HS-grad,9.0, Married-civ-spouse,, Wife, Female,3103.0,0.0,20.0, United-States,0.0
36.0, Self-emp-inc,242080.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband,,0.0,,80.0, United-States,1.0
29.0,,107411.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, Female,,0.0,70.0, United-States,0.0
39.0, Private,99527.0, HS-grad,9.0,, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
25.0, Local-gov,295289.0, HS-grad,9.0, Never-married, Prof-specialty, Own-child, Female,,0.0,40.0, United-States,0.0
36.0, Private,266645.0, 12th,8.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,42.0, United-States,0.0
58.0, State-gov,139736.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, Male,0.0,1741.0,40.0, United-States,0.0
19.0, Private,301747.0, HS-grad,9.0, Separated, Adm-clerical, Own-child, Female,0.0,0.0,30.0, United-States,0.0
26.0, Private,108658.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
35.0, Private,182203.0, Some-college,10.0, Divorced, Machine-op-inspct, Unmarried, Female,0.0,0.0,40.0, Philippines,0.0
19.0, Private,29083.0, HS-grad,9.0, Never-married, Sales, Own-child, Female,0.0,0.0,25.0, United-States,0.0
19.0, Private,96866.0, Some-college,10.0, Never-married, Other-service, Other-relative, Female,0.0,0.0,30.0, United-States,0.0
43.0, Private,240504.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,, United-States,0.0
47.0, Private,423222.0, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,45.0,,1.0
33.0,,143582.0, HS-grad,9.0, Separated, Other-service, Unmarried, Female,0.0,0.0,48.0, China,0.0
44.0, Private,67671.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband,,0.0,0.0,40.0, United-States,0.0
32.0, State-gov,253354.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,50.0, United-States,1.0
54.0, Local-gov,116428.0, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States,0.0
51.0, Private,70767.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Other-relative, Female,0.0,0.0,40.0, United-States,0.0
33.0, Private,373662.0, 1st-4th,2.0, Married-spouse-absent, Priv-house-serv, Not-in-family, Female,0.0,0.0,40.0, Guatemala,0.0
32.0, Private,, Assoc-voc,11.0, Married-civ-spouse,, Husband, Male,0.0,0.0,40.0, United-States,0.0
37.0, Self-emp-not-inc,338320.0, Masters,14.0, Never-married, Exec-managerial,,,0.0,0.0,60.0, United-States,1.0
37.0, Private,187748.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,,0.0,40.0, United-States,0.0
50.0, Private,256861.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband,,0.0,0.0,80.0, United-States,1.0
34.0, Private,113838.0, Some-college,10.0, Married-civ-spouse,, Husband, Male,0.0,0.0,45.0, United-States,0.0
45.0, Federal-gov,391585.0, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, Male,7688.0,0.0,50.0, United-States,1.0
31.0, Local-gov,199368.0, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,,50.0, United-States,1.0
20.0, ?,250037.0,,10.0, Never-married,, Own-child, Female,0.0,0.0,18.0, ?,0.0
22.0, Private,110684.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Male,0.0,0.0,20.0, United-States,0.0
46.0, Private,174995.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,45.0, United-States,0.0
39.0, Private,297847.0,,5.0, Married-civ-spouse, Other-service, Wife, Female,3411.0,0.0,34.0, United-States,0.0
41.0, Private,104334.0, Some-college,10.0,, Sales,, Male,0.0,,, United-States,0.0
47.0, Private,193047.0,,16.0, Married-civ-spouse, Exec-managerial, Husband, Male,99999.0,0.0,50.0, United-States,1.0
18.0,,92112.0, HS-grad,9.0, Never-married, Other-service, Own-child, Female,0.0,0.0,30.0, United-States,0.0
46.0, Local-gov,267588.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, Female,0.0,0.0,70.0, United-States,1.0
34.0, Private,118710.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
45.0, Private,220641.0, Some-college,10.0, Divorced, Exec-managerial, Unmarried, Female,0.0,0.0,40.0,,0.0
60.0, Private,772919.0, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,25.0, United-States,0.0
33.0, Private,155475.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,,40.0, United-States,0.0
31.0, Private,157078.0, 10th,, Never-married, Adm-clerical, Unmarried, Female,,0.0,40.0, United-States,0.0
42.0, Local-gov,720428.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,40.0, United-States,0.0
59.0, Self-emp-inc,169982.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,,0.0,60.0, United-States,1.0
35.0, Private,174571.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,40.0, United-States,0.0
20.0, ?,187332.0, 10th,6.0, Never-married, ?, Not-in-family, Female,0.0,0.0,30.0, United-States,0.0
30.0, Private,236379.0, 11th,7.0, Never-married, Transport-moving, Unmarried, Male,0.0,0.0,30.0, United-States,0.0
64.0, Private,188659.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,20.0, United-States,1.0
22.0, Private,264765.0, Some-college,10.0, Never-married, Farming-fishing, Own-child, Male,0.0,0.0,10.0, United-States,0.0
42.0, Private,247695.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,45.0, United-States,0.0
59.0, Self-emp-inc,122390.0, Some-college,, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,1977.0,48.0, United-States,1.0
19.0, Private,255161.0, HS-grad,9.0, Never-married, Sales, Own-child, Male,0.0,0.0,25.0,,0.0
33.0, Private,144949.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
55.0, Local-gov,133201.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,50.0, United-States,1.0
48.0,,185041.0, HS-grad,9.0, Married-civ-spouse,, Husband, Male,,0.0,50.0, United-States,1.0
20.0, Private,50648.0, HS-grad,9.0, Never-married, Handlers-cleaners,, Male,0.0,0.0,35.0, United-States,0.0
41.0, Self-emp-not-inc,284086.0, Assoc-voc,11.0, Divorced, Sales,, Male,0.0,0.0,60.0, United-States,0.0
21.0, ?,163911.0, Some-college,10.0, Never-married, ?, Own-child, Female,0.0,0.0,3.0, United-States,0.0
37.0, Private,99357.0, Assoc-acdm,12.0, Never-married, Other-service, Not-in-family, Female,0.0,0.0,30.0,,0.0
23.0, Private,196678.0, Some-college,10.0, Never-married, Sales, Own-child, Female,0.0,0.0,20.0, United-States,0.0
42.0, Self-emp-inc,272551.0, Bachelors,13.0, Divorced, Tech-support, Not-in-family, Female,0.0,1564.0,60.0, United-States,0.0
52.0, Private,177647.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, Male,0.0,0.0,47.0, United-States,0.0
40.0, Private,225193.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,63.0, United-States,0.0
, ?,116165.0,,, Widowed, ?, Not-in-family, Female,0.0,0.0,14.0, Canada,0.0
45.0, Private,253827.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, Male,7688.0,0.0,40.0, United-States,1.0
76.0, Local-gov,224058.0, 10th,6.0, Divorced, Transport-moving, Not-in-family, Male,0.0,0.0,20.0, United-States,0.0
30.0, Private,255885.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,50.0, United-States,0.0
32.0, Private,,,, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,1977.0,40.0, United-States,0.0
23.0, ?,296613.0, Some-college,10.0, Never-married, ?, Own-child, Female,0.0,0.0,32.0, United-States,0.0
46.0, Private,170338.0, HS-grad,9.0, Separated, Transport-moving, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
52.0, Private,172962.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,1.0
37.0, Local-gov,116736.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
57.0, Local-gov,190748.0, Some-college,, Divorced, Exec-managerial, Unmarried, Female,0.0,0.0,35.0, United-States,0.0
39.0, Private,357118.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Female,0.0,1974.0,40.0, United-States,0.0
48.0, Private,36177.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,45.0, United-States,0.0
26.0, State-gov,294400.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,38.0,,0.0
67.0, Self-emp-inc,76860.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States,1.0
34.0, ?,, HS-grad,9.0, Married-civ-spouse, ?, Husband, Male,2885.0,0.0,80.0, United-States,0.0
34.0, Private,400416.0, 11th,7.0, Never-married, Machine-op-inspct, Own-child, Male,,0.0,45.0, United-States,0.0
46.0, State-gov,209739.0, 10th,6.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,38.0, United-States,0.0
18.0, Local-gov,28357.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Female,0.0,0.0,40.0, United-States,0.0
49.0, Private,367037.0, Assoc-acdm,12.0, Divorced, Adm-clerical, Not-in-family, Female,4650.0,0.0,40.0, United-States,0.0
38.0, Private,101387.0, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, Female,0.0,0.0,43.0, United-States,0.0
22.0, Private,21154.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Female,0.0,1590.0,32.0, United-States,0.0
59.0, Self-emp-not-inc,325732.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial,, Male,0.0,1902.0,52.0, United-States,1.0
62.0, ?,111563.0, 9th,5.0, Married-civ-spouse, ?, Husband, Male,0.0,0.0,21.0, United-States,0.0
, Private,176580.0, 5th-6th,3.0, Married-spouse-absent, Farming-fishing, Not-in-family, Male,0.0,0.0,40.0, Mexico,0.0
50.0, Self-emp-not-inc,99894.0, 5th-6th,3.0, Never-married, Tech-support, Not-in-family, Female,0.0,0.0,, United-States,0.0
44.0, Federal-gov,130749.0, Bachelors,13.0, Separated, Exec-managerial, Unmarried, Female,0.0,0.0,60.0, United-States,0.0
23.0, Private,197613.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Female,0.0,0.0,40.0, United-States,0.0
21.0, Private,118401.0, Some-college,10.0, Never-married, Other-service, Not-in-family, Female,0.0,0.0,30.0, United-States,0.0
31.0,,197886.0,,, Married-civ-spouse, Sales, Husband, Male,,0.0,45.0, United-States,0.0
30.0, Private,, HS-grad,9.0, Divorced, Other-service, Other-relative, Female,0.0,,40.0, South,0.0
, Private,317443.0, Some-college,, Never-married, Adm-clerical, Own-child, Female,0.0,,15.0,,0.0
56.0, Private,271795.0, 11th,7.0, Divorced, Craft-repair, Not-in-family, Male,0.0,0.0,49.0, United-States,0.0
43.0, State-gov,125405.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,40.0, United-States,0.0
44.0, Private,26669.0, Assoc-voc,11.0, Widowed, Exec-managerial, Unmarried, Female,0.0,0.0,30.0, United-States,0.0
36.0, Private,94565.0, Assoc-voc,11.0, Divorced, Tech-support, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
43.0, Local-gov,98130.0, Bachelors,13.0, Divorced, Prof-specialty, Own-child, Female,0.0,0.0,39.0, United-States,0.0
34.0, Private,52537.0, HS-grad,9.0, Never-married, Transport-moving, Unmarried, Male,0.0,0.0,30.0, United-States,0.0
45.0, Private,265083.0, 5th-6th,, Divorced, Priv-house-serv, Unmarried, Female,0.0,0.0,35.0,,0.0
32.0, Private,42596.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,48.0, United-States,0.0
51.0, Self-emp-inc,182211.0, Some-college,10.0, Divorced, Sales, Own-child, Female,0.0,0.0,70.0, United-States,0.0
19.0, ?,425447.0, HS-grad,9.0, Never-married, ?, Unmarried,,0.0,0.0,40.0, United-States,0.0
26.0,,192506.0, Bachelors,13.0, Never-married, Other-service, Not-in-family,,0.0,0.0,35.0, United-States,0.0
52.0, Private,99682.0, Some-college,10.0, Married-civ-spouse, Sales, Wife, Female,0.0,0.0,52.0, Canada,1.0
46.0, Private,155489.0, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband,,0.0,0.0,44.0,,1.0
43.0, Local-gov,301638.0, 12th,8.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,1579.0,40.0, United-States,0.0
22.0, Private,310380.0,,9.0, Never-married, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
29.0,,, HS-grad,9.0, Separated,, Other-relative, Male,0.0,0.0,25.0, United-States,0.0
65.0, Private,261334.0, 9th,5.0, Widowed, Sales, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
57.0, Private,103403.0, 5th-6th,3.0, Married-civ-spouse, Transport-moving, Husband, Male,,0.0,40.0, United-States,0.0
32.0, State-gov,316589.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States,1.0
24.0, Private,196816.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,3908.0,0.0,40.0, United-States,0.0
18.0, Self-emp-inc,119422.0, HS-grad,9.0, Never-married, Other-service, Unmarried, Female,0.0,0.0,30.0, India,0.0
17.0, Private,206010.0, 12th,8.0, Never-married, Other-service, Own-child, Female,0.0,0.0,8.0, United-States,0.0
55.0, State-gov,157639.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,40.0, United-States,1.0
54.0, Self-emp-inc,147239.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Male,,0.0,60.0, United-States,1.0
50.0, Self-emp-inc,204447.0, Some-college,10.0,, Protective-serv, Not-in-family, Male,0.0,0.0,,,0.0
29.0, Private,109621.0, HS-grad,9.0, Married-civ-spouse, Craft-repair,, Male,0.0,0.0,40.0, United-States,0.0
36.0, Private,34378.0, 7th-8th,4.0, Never-married, Machine-op-inspct, Unmarried, Male,0.0,0.0,60.0, United-States,0.0
20.0, ?,386962.0, 10th,6.0, Never-married, ?, Own-child, Male,0.0,0.0,40.0, Mexico,0.0
58.0, Private,98725.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,50.0, United-States,1.0
56.0, Private,199713.0, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
69.0, Private,203313.0, 7th-8th,4.0, Divorced, Sales, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
, Self-emp-not-inc,112497.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,50.0, United-States,1.0
23.0, Private,345734.0, Some-college,10.0, Never-married, Other-service, Own-child, Male,0.0,0.0,40.0, United-States,0.0
57.0, Self-emp-not-inc,275943.0, 7th-8th,4.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,,,0.0
48.0, Private,166863.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States,1.0
31.0, Private,214235.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband,,0.0,0.0,65.0, United-States,0.0
, Self-emp-not-inc,282604.0, 11th,, Married-civ-spouse, Transport-moving, Husband, Male,7688.0,0.0,60.0, United-States,0.0
47.0, Private,140644.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States,1.0
44.0, Private,277533.0,,10.0, Married-civ-spouse,, Husband, Male,0.0,,40.0, United-States,1.0
26.0, Private,, Bachelors,13.0, Never-married, Exec-managerial,, Male,0.0,0.0,50.0, ?,0.0
18.0, Private,32244.0, 11th,, Never-married, Handlers-cleaners, Own-child, Male,594.0,0.0,30.0, United-States,0.0
44.0, Private,94706.0, Bachelors,13.0, Married-spouse-absent, Sales, Unmarried, Male,0.0,0.0,40.0, Laos,0.0
81.0, Private,39667.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,20.0, United-States,0.0
27.0, Self-emp-not-inc,411950.0, Some-college,10.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,40.0, United-States,0.0
24.0, Private,100605.0, Some-college,10.0, Never-married, Machine-op-inspct, Own-child, Male,0.0,0.0,14.0,,0.0
18.0, Private,374969.0, 10th,6.0, Never-married, Transport-moving, Not-in-family, Male,0.0,,, United-States,0.0
33.0, Local-gov,120064.0, Bachelors,, Never-married, Prof-specialty,, Female,0.0,0.0,45.0, United-States,0.0
44.0, Private,116358.0, Bachelors,, Married-civ-spouse, Sales,,,0.0,,40.0,,1.0
44.0, Private,755858.0, HS-grad,9.0, Married-civ-spouse, Craft-repair,, Male,0.0,0.0,70.0, United-States,0.0
18.0,,,,8.0, Never-married, ?, Own-child, Male,0.0,0.0,25.0, United-States,0.0
59.0, Private,277034.0, HS-grad,9.0, Divorced, Tech-support, Unmarried,,0.0,0.0,60.0, United-States,0.0
41.0, Private,352812.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, Female,0.0,,40.0, United-States,1.0
59.0, Private,153484.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
59.0, Private,271571.0, Some-college,10.0,, Craft-repair, Husband, Male,15024.0,0.0,50.0, United-States,1.0
41.0, Private,, Assoc-voc,, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States,1.0
34.0, State-gov,240283.0, HS-grad,9.0, Divorced,, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
35.0,,169809.0, Bachelors,13.0, Married-civ-spouse, ?,, Male,0.0,0.0,20.0, United-States,0.0
40.0, Private,77975.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
28.0, Private,163265.0, 9th,5.0, Never-married, Machine-op-inspct, Not-in-family, Male,0.0,0.0,30.0, United-States,0.0
33.0, Private,208180.0, Bachelors,, Never-married, Sales, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
47.0, Private,155509.0,,9.0, Separated, Other-service, Other-relative, Female,,0.0,35.0, United-States,0.0
20.0, Private,411862.0,,11.0, Never-married,, Not-in-family, Male,0.0,0.0,30.0, United-States,0.0
45.0, Private,44489.0, HS-grad,9.0, Widowed, Farming-fishing, Unmarried, Male,0.0,0.0,65.0, United-States,0.0
24.0, Private,72310.0, Some-college,, Never-married, Sales, Own-child, Male,0.0,0.0,43.0, United-States,0.0
41.0, Private,231507.0, HS-grad,9.0, Divorced, Sales, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
64.0, ?,108082.0, Some-college,10.0, Married-civ-spouse, ?, Husband, Male,0.0,0.0,40.0, United-States,0.0
, Self-emp-not-inc,34037.0, Bachelors,13.0,,, Own-child, Male,0.0,0.0,35.0, United-States,0.0
51.0, Local-gov,125796.0, 11th,7.0, Never-married, Farming-fishing, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
55.0,,, HS-grad,9.0, Divorced,,, Female,0.0,0.0,40.0, United-States,0.0
40.0, Private,222504.0, Assoc-voc,11.0, Never-married, Prof-specialty, Own-child, Female,0.0,0.0,36.0, United-States,0.0
51.0, Private,276214.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
32.0, Federal-gov,566117.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
56.0,,226985.0, Assoc-acdm,12.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,, United-States,0.0
29.0, Private,114224.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0,,1.0
,,82161.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,, United-States,0.0
36.0,,659504.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial,,,0.0,0.0,45.0, United-States,1.0
31.0, Private,286406.0, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, Male,3325.0,0.0,40.0, United-States,0.0
52.0, Federal-gov,221532.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,45.0, United-States,1.0
47.0, Private,85109.0, Some-college,10.0, Never-married, Sales, Not-in-family, Male,13550.0,0.0,45.0, United-States,0.0
